commentId,articleId,subject,daumName,recommendCount,disagreeCount,regDate,content,isBest
19804326,95892,버닝 이펙트 186화,닉네임을 등록해 주세요,445,14,2020-09-05 22:23:58,이번화가 버닝이펙트중에서 가장 암울한 화 인듯,True
19804166,95892,버닝 이펙트 186화,소설여왕,311,43,2020-09-05 22:11:16,"이번화 요약:
구원서사가 있었는데

없습니다.(짜란)",True
19804085,95892,버닝 이펙트 186화,바네이노,300,17,2020-09-05 22:08:07,아.. 그레이트 인생은 진짜 철저하게 불행하게 만들어진 게 맞네... 진짜 미쳤다... 남은 이성 다 날라갈듯... 짭 와이... 지금은 너뿐인거같아...,True
19804280,95892,버닝 이펙트 186화,윤준서,236,16,2020-09-05 22:20:08,하이퍼의 죽음 이후로 가장 절망적인 회차였던것 같다..,True
19804318,95892,버닝 이펙트 186화,김현명,179,6,2020-09-05 22:23:03,그레이트 저런 표정 처음 봅니다...,True
19807910,95892,버닝 이펙트 186화,몰랑몰랑,135,1,2020-09-06 17:15:46,프리첼은 제물이었네요... 그레이트를 저 상태로 만들어야 했고 저 상태로 만들어놓은 이상 살아서 나갈순 없으니,True
19804005,95892,버닝 이펙트 186화,신혜연,108,6,2020-09-05 22:04:54,짭와이 믿는다,True
19804238,95892,버닝 이펙트 186화,LUNA,102,2,2020-09-05 22:16:40,와 소드 니는 곱게 죽으면 안되겠다 진짜,True
19804095,95892,버닝 이펙트 186화,혜진,94,3,2020-09-05 22:08:31,그레이트랑 친구들한테 너무 잔인한 짓이다...,True
19804603,95892,버닝 이펙트 186화,홍,76,2,2020-09-05 22:52:43,작가님 나중에 얼마나 사이다를 주시려고 이렇게 독자들 뇌혈관을 터트리십니까,True
19804014,95892,버닝 이펙트 186화,김윤희,34,3,2020-09-05 22:05:14,썸넬 게르베인 인 것 같아서 놀랐다 ㄹㅇ,True
19808957,95892,버닝 이펙트 186화,이시헌,26,0,2020-09-06 22:43:07,그레이트 평소처럼 눈 빨개지면서 분노하는 것도 아니고 절규함 진짜 존나 슬프네..,True
19804246,95892,버닝 이펙트 186화,은서,25,3,2020-09-05 22:17:00,와 중간에 스크롤 배경색 회색에서 붉은색으로 변하네 연출 쩐다,True
19805869,95892,버닝 이펙트 186화,채수진,21,4,2020-09-06 02:15:21,댓글을 쓰려했는데 너무 충격받아서 할말을 잃어버림.......,True
19804255,95892,버닝 이펙트 186화,창한,16,7,2020-09-05 22:17:47,프리첼 죽지마 ㅠㅠㅠㅠ,False
19808997,95892,버닝 이펙트 186화,r굿걸,10,1,2020-09-06 22:48:57,그레이트의 업이라고 생각하고 고통을 감내하는 모습을 덤덤히 보겠습니다. 하지만 그만큼 소드와 Y가 고통을 받지 않는다면 이해하기가 조금 힘들어질거 같아요....,False
19807060,95892,버닝 이펙트 186화,정민재,10,12,2020-09-06 12:06:14,길가 사람 한번 때렸다고 남의 부모 다 죽이고 고아만들더니 결국 자기 업이다,False
19808445,95892,버닝 이펙트 186화,이거참,9,0,2020-09-06 21:08:15,아 일주일동안 계속 암울하겠네,False
19807105,95892,버닝 이펙트 186화,박예승,9,0,2020-09-06 12:20:17,"그레이트.... 저번에 버너처럼 각성? 하려나본데..
99%와 100%의 차이는 뭘까나요ㅡ.",False
19806566,95892,버닝 이펙트 186화,지수,9,1,2020-09-06 09:04:19,그레이트가 카이보고 도와달라하는게...너무 맘이 아프다ㅠㅠ 아 작가님 줬다뺐는게 어딨어요.......,False
19806496,95892,버닝 이펙트 186화,삥,9,1,2020-09-06 08:36:36,와이러노..............와....와이러노........................,False
19805817,95892,버닝 이펙트 186화,김민혁,8,2,2020-09-06 01:58:53,그땐 몰랐지..내가 진짜 짭와이 큰 그림만 믿게 될 줄이야,False
19804045,95892,버닝 이펙트 186화,은서,8,1,2020-09-05 22:06:33,아 그레이트 인생 수준 ㅈㄴ.......개불쌍하다......버닝이펙트에서 인생 말아먹은 애 원탑이 그레이트인듯,False
19804171,95892,버닝 이펙트 186화,양지우,7,1,2020-09-05 22:11:26,그레이트 친구들은 도대체 뭔 죄냐고오,False
19805987,95892,버닝 이펙트 186화,주현민,6,1,2020-09-06 02:48:11,작가형 진짜 이건아니지 200원에 절망가득이라니. 환불해,False
19804158,95892,버닝 이펙트 186화,닉네임을 등록해 주세요,6,2,2020-09-05 22:11:07,아니 이건 너무하잖아,False
19824949,95892,버닝 이펙트 186화,닉네임,5,0,2020-09-09 15:17:50,작가님..?,False
20035785,95892,버닝 이펙트 186화,서상현,4,0,2020-10-24 23:25:10,"버너 엄마가 감옥에서 잊혀져 죽었을때
아빠 파운드가 약에 취해 이용당하다가 그레이트한테 죽을때
버너가 떠돌다가 만난 할아버지가 죽을때 
6관리장로 딕터 짭 Y가 캔디를 마개조 시켜서 자폭시킬때
검성 로버트가 죽을때 
전 5구역 관리자 하이퍼가 죽을때",False
19965814,95892,버닝 이펙트 186화,최진영,4,0,2020-10-08 00:01:28,와..... 진짜 절망적이다....기껏 구한 친구들이 서로 죽여서 사망.... 벗어날 방법과 의지도 잃어버림....그레이트는 애초에 인생 꼬였던거 더 암울해졌고 덤으로 프리첼도 죽을 각이네...이러면 버너도 억장와르르 확정이네,False
19807731,95892,버닝 이펙트 186화,쿠르릉,4,0,2020-09-06 16:05:06,"소드는 죽는것조차도 사치야
쟨 걍 죽지 못한차로 영원히 고통받아도 모자라",False
19806026,95892,버닝 이펙트 186화,이희서,4,2,2020-09-06 03:01:34,깨어나자마자 죽은거임....?,False
19804830,95892,버닝 이펙트 186화,낌민,4,1,2020-09-05 23:19:43,howling - bind 노래 들으면서 같이 보셔야합니다 ... 그레이트의 절망이 느껴지는 거 같네요,False
20037286,95892,버닝 이펙트 186화,이준혁이윤식,3,0,2020-10-25 07:37:13,작가님 저번 작품 보면 사이다 없을 수도 있음 그것도 굉장히 암울하게 끝나서...마음의 준비들 하셔야할듯 여러캐릭터 떠날지도,False
19808152,95892,버닝 이펙트 186화,김민섭,3,0,2020-09-06 19:24:21,생명은 소중한데 쓸데없이 자신의 명을 갉아먹는구나.. 딱한아이..,False
19807132,95892,버닝 이펙트 186화,지온,3,1,2020-09-06 12:26:44,설마 진짜 이렇게 다 죽은 거예요???,False
19806687,95892,버닝 이펙트 186화,정불,3,1,2020-09-06 09:48:24,진짜 작가님 소드 제발 세상에서 제일 잔인하게 최악의 죽음을 맞이하게 해주새요,False
19806652,95892,버닝 이펙트 186화,혜원,3,1,2020-09-06 09:38:22,저렇게 망가뜨릴수가 있나 악마같다,False
19805078,95892,버닝 이펙트 186화,서연7_0,3,1,2020-09-05 23:51:32,몇년만에 만난 친구들인데.. 작가님... 이제 그레이트 인생에 꽃좀 피나 했는데ㅜㅜ,False
19804835,95892,버닝 이펙트 186화,돌아온곰딱지,3,1,2020-09-05 23:20:18,안ㅎ이 우리 그레이트는 왜 햄보칼수가업서,False
19804239,95892,버닝 이펙트 186화,잉여한인간,3,1,2020-09-05 22:16:40,돌겠네 진짜,False
19804233,95892,버닝 이펙트 186화,째니,3,1,2020-09-05 22:16:24,헐..,False
20035919,95892,버닝 이펙트 186화,혜리,2,0,2020-10-24 23:42:54,아 ... 진짜 소드 쳐죽일 놈 이렇게까지 해야 하나,False
